cq_id;use_case;scenario_step;dimension;question
CQ00208;UC-1;Live navigation and HTTP interception;Traceability;Link a finding to its related supporting HTTP request in UC-1 during Live navigation and HTTP interception without relying on manual string parsing.
CQ00209;UC-1;;Traceability;Link a job identifier to its related real-time logs and persisted outputs in UC-1 without relying on manual string parsing.
CQ00210;UC-1;;Traceability;Navigate a finding to its related supporting HTTP request in UC-1 without relying on manual string parsing.
CQ00211;UC-1;;Traceability;Trace a offline reconstruction to its related persisted exchanges in UC-1 without relying on manual string parsing.
CQ00212;UC-1;;Traceability;Trace a finding to its related supporting headers, cookies, and parameters in UC-1 without relying on manual string parsing.
CQ00213;UC-1;;Traceability;Link a finding to its related supporting HTTP response in UC-1 without relying on manual string parsing.
CQ00214;UC-1;Session preparation and connectivity validation;Traceability;Link a URI target to its related all associated exchanges in UC-1 during Session preparation and connectivity validation without relying on manual string parsing.
CQ00215;UC-1;Session preparation and connectivity validation;Traceability;Link a job identifier to its related real-time logs and persisted outputs in UC-1 during Session preparation and connectivity validation without relying on manual string parsing.
CQ00216;UC-1;Session preparation and connectivity validation;Traceability;Trace a offline reconstruction to its related persisted exchanges in UC-1 during Session preparation and connectivity validation without relying on manual string parsing.
CQ00217;UC-1;Session preparation and connectivity validation;Traceability;Drill down from a finding to its related supporting headers, cookies, and parameters in UC-1 during Session preparation and connectivity validation without relying on manual string parsing.
CQ00218;UC-1;Session preparation and connectivity validation;Traceability;Link a finding to its related HTML artifacts used as anchors in UC-1 during Session preparation and connectivity validation without relying on manual string parsing.
CQ00219;UC-1;Live navigation and HTTP interception;Validation;What checks can validate that pagination remains deterministic for large listings for UC-1 during Live navigation and HTTP interception?
CQ00220;UC-1;Live navigation and HTTP interception;Validation;What checks can validate that every persisted request is linked to its URI target for UC-1 during Live navigation and HTTP interception?
CQ00221;UC-1;Live navigation and HTTP interception;Validation;What checks can validate that binary payloads remain accessible through a base64-compatible representation for UC-1 during Live navigation and HTTP interception?
CQ00222;UC-1;Live navigation and HTTP interception;Validation;What checks can validate that headers are represented as queryable resources rather than raw text blobs for UC-1 during Live navigation and HTTP interception?
CQ00223;UC-1;Live navigation and HTTP interception;Validation;What checks can validate that job monitoring states are consistent with stored outputs for UC-1 during Live navigation and HTTP interception?
CQ00224;UC-1;Live navigation and HTTP interception;Validation;What checks can validate that offline import produces comparable access paths to live browsing ingestion for UC-1 during Live navigation and HTTP interception?
CQ00225;UC-1;Curated selection and evidence submission;Validation;What checks can validate that drill-down paths remain deterministic and stable across runs for UC-1 during Curated selection and evidence submission?
CQ00226;UC-1;Curated selection and evidence submission;Validation;What checks can validate that resolver outputs preserve evidence anchoring and provenance links for UC-1 during Curated selection and evidence submission?
CQ00227;UC-1;Curated selection and evidence submission;Validation;What checks can validate that request–response pairing is preserved when available for UC-1 during Curated selection and evidence submission?
CQ00228;UC-1;Curated selection and evidence submission;Validation;What checks can validate that offline import produces comparable access paths to live browsing ingestion for UC-1 during Curated selection and evidence submission?
CQ00229;UC-1;Curated selection and evidence submission;Validation;What checks can validate that headers are represented as queryable resources rather than raw text blobs for UC-1 during Curated selection and evidence submission?
CQ00230;UC-1;Curated selection and evidence submission;Validation;What checks can validate that named graph separation keeps evidence distinct from findings for UC-1 during Curated selection and evidence submission?
CQ00231;UC-1;Session preparation and connectivity validation;Validation;What checks can validate that named graph separation keeps evidence distinct from findings for UC-1 during Session preparation and connectivity validation?
CQ00232;UC-1;Session preparation and connectivity validation;Validation;What checks can validate that pagination remains deterministic for large listings for UC-1 during Session preparation and connectivity validation?
CQ00233;UC-1;Session preparation and connectivity validation;Validation;What checks can validate that drill-down paths remain deterministic and stable across runs for UC-1 during Session preparation and connectivity validation?
CQ00234;UC-1;Session preparation and connectivity validation;Validation;What checks can validate that binary payloads remain accessible through a base64-compatible representation for UC-1 during Session preparation and connectivity validation?
CQ00235;UC-1;Session preparation and connectivity validation;Validation;What checks can validate that job monitoring states are consistent with stored outputs for UC-1 during Session preparation and connectivity validation?
CQ00236;UC-1;Session preparation and connectivity validation;Validation;What checks can validate that headers are represented as queryable resources rather than raw text blobs for UC-1 during Session preparation and connectivity validation?
CQ00237;UC-2;;Retrieval;Return HTTP requests associated with UC-2 filtered by dataset.
CQ00238;UC-2;;Retrieval;Enumerate HTTP requests associated with UC-2 filtered by presence of parameters.
CQ00239;UC-2;;Retrieval;List HTTP requests associated with UC-2 filtered by method.
CQ00240;UC-2;;Retrieval;Show HTTP requests associated with UC-2 filtered by presence of a payload body.
CQ00241;UC-2;;Quantification;How many HTTP requests are available for UC-2 filtered by presence of a payload body.
CQ00242;UC-2;;Retrieval;Return HTTP responses associated with UC-2 filtered by presence of parameters.
CQ00243;UC-2;;Retrieval;Return HTTP responses associated with UC-2 filtered by job identifier.
CQ00244;UC-2;;Retrieval;Retrieve HTTP responses associated with UC-2 filtered by presence of cookies.
CQ00245;UC-2;;Retrieval;Enumerate HTTP responses associated with UC-2 filtered by presence of headers.
CQ00246;UC-2;;Quantification;How many HTTP responses are available for UC-2 filtered by presence of headers.
CQ00247;UC-2;;Retrieval;List request–response exchanges associated with UC-2 filtered by dataset.
CQ00248;UC-2;;Retrieval;Retrieve request–response exchanges associated with UC-2 filtered by path.
CQ00249;UC-2;;Retrieval;Show request–response exchanges associated with UC-2 filtered by presence of a payload body.
CQ00250;UC-2;;Retrieval;Retrieve request–response exchanges associated with UC-2 filtered by presence of cookies.
CQ00251;UC-2;;Quantification;How many request–response exchanges are available for UC-2 filtered by status code.
CQ00252;UC-2;;Retrieval;Enumerate URI targets associated with UC-2 filtered by scheme and authority.
CQ00253;UC-2;;Retrieval;List URI targets associated with UC-2 filtered by dataset.
CQ00254;UC-2;;Retrieval;Return URI targets associated with UC-2 filtered by status code.
CQ00255;UC-2;;Retrieval;Return URI targets associated with UC-2 filtered by presence of headers.
CQ00256;UC-2;;Quantification;How many URI targets are available for UC-2 filtered by dataset.
CQ00257;UC-2;;Retrieval;Retrieve headers associated with UC-2 filtered by presence of parameters.
CQ00258;UC-2;;Retrieval;List headers associated with UC-2 filtered by presence of headers.
CQ00259;UC-2;;Retrieval;List headers associated with UC-2 filtered by dataset.
CQ00260;UC-2;;Retrieval;Return headers associated with UC-2 filtered by status code.
