cq_id;use_case;scenario_step;dimension;question
CQ00390;UC-2;Persistence execution and convergence validation;Retrieval;List HTTP requests associated with UC-2 during Persistence execution and convergence validation filtered by dataset.
CQ00391;UC-2;Persistence execution and convergence validation;Quantification;Compute the number of HTTP requests for UC-2 during Persistence execution and convergence validation filtered by job identifier.
CQ00392;UC-2;Persistence execution and convergence validation;Retrieval;Retrieve HTTP responses associated with UC-2 during Persistence execution and convergence validation filtered by presence of headers.
CQ00393;UC-2;Persistence execution and convergence validation;Retrieval;List HTTP responses associated with UC-2 during Persistence execution and convergence validation filtered by dataset.
CQ00394;UC-2;Persistence execution and convergence validation;Retrieval;Show HTTP responses associated with UC-2 during Persistence execution and convergence validation filtered by job identifier.
CQ00395;UC-2;Persistence execution and convergence validation;Retrieval;Return HTTP responses associated with UC-2 during Persistence execution and convergence validation filtered by presence of cookies.
CQ00396;UC-2;Persistence execution and convergence validation;Quantification;Count HTTP responses for UC-2 during Persistence execution and convergence validation filtered by path.
CQ00397;UC-2;Persistence execution and convergence validation;Retrieval;Retrieve request–response exchanges associated with UC-2 during Persistence execution and convergence validation filtered by presence of parameters.
CQ00398;UC-2;Persistence execution and convergence validation;Retrieval;Retrieve request–response exchanges associated with UC-2 during Persistence execution and convergence validation filtered by presence of headers.
CQ00399;UC-2;Persistence execution and convergence validation;Retrieval;Enumerate request–response exchanges associated with UC-2 during Persistence execution and convergence validation filtered by path.
CQ00400;UC-2;Persistence execution and convergence validation;Retrieval;Show request–response exchanges associated with UC-2 during Persistence execution and convergence validation filtered by scheme and authority.
CQ00401;UC-2;Persistence execution and convergence validation;Quantification;How many request–response exchanges are available for UC-2 during Persistence execution and convergence validation filtered by path.
CQ00402;UC-2;Persistence execution and convergence validation;Retrieval;Enumerate URI targets associated with UC-2 during Persistence execution and convergence validation filtered by path.
CQ00403;UC-2;Persistence execution and convergence validation;Retrieval;Return URI targets associated with UC-2 during Persistence execution and convergence validation filtered by timestamp window.
CQ00404;UC-2;Persistence execution and convergence validation;Retrieval;Return URI targets associated with UC-2 during Persistence execution and convergence validation filtered by presence of parameters.
CQ00405;UC-2;Persistence execution and convergence validation;Retrieval;Return URI targets associated with UC-2 during Persistence execution and convergence validation filtered by status code.
CQ00406;UC-2;Persistence execution and convergence validation;Quantification;Summarize the count of URI targets for UC-2 during Persistence execution and convergence validation filtered by presence of a payload body.
CQ00407;UC-2;Persistence execution and convergence validation;Retrieval;Retrieve headers associated with UC-2 during Persistence execution and convergence validation filtered by presence of a payload body.
CQ00411;UC-2;Persistence execution and convergence validation;Quantification;How many headers are available for UC-2 during Persistence execution and convergence validation filtered by method.
CQ00412;UC-2;Persistence execution and convergence validation;Retrieval;List cookies associated with UC-2 during Persistence execution and convergence validation filtered by method.
CQ00418;UC-2;Persistence execution and convergence validation;Retrieval;List parameters associated with UC-2 during Persistence execution and convergence validation filtered by status code.
CQ00419;UC-2;Persistence execution and convergence validation;Retrieval;Retrieve parameters associated with UC-2 during Persistence execution and convergence validation filtered by presence of a payload body.
CQ00427;UC-2;Persistence execution and convergence validation;Retrieval;List findings associated with UC-2 during Persistence execution and convergence validation filtered by presence of a payload body.
CQ00429;UC-2;Persistence execution and convergence validation;Retrieval;Show findings associated with UC-2 during Persistence execution and convergence validation filtered by dataset.
CQ00430;UC-2;Persistence execution and convergence validation;Retrieval;Return findings associated with UC-2 during Persistence execution and convergence validation filtered by presence of headers.
CQ00431;UC-2;Persistence execution and convergence validation;Quantification;Summarize the count of findings for UC-2 during Persistence execution and convergence validation filtered by presence of a payload body.
CQ00437;UC-2;;Inspection;Given a selected HTTP request in UC-2, which details can be inspected: method, scheme, authority, path, headers, cookies, parameters, payload body, timestamp?
CQ00438;UC-2;;Inspection;For a selected HTTP response in UC-2, which details can be inspected: status code, headers, payload body, timestamp, size, encoding, base64 representation?
CQ00439;UC-2;;Inspection;Given a selected request–response exchange in UC-2, which details can be inspected: request details, response details, linking consistency, payload representations?
CQ00442;UC-2;Upload of capture artifacts through the Dashboard;Traceability;Drill down from a finding to its related supporting HTTP response in UC-2 during Upload of capture artifacts through the Dashboard without relying on manual string parsing.
CQ00446;UC-2;Persistence execution and convergence validation;Traceability;Drill down from a resolver to its related findings it produced in UC-2 during Persistence execution and convergence validation without relying on manual string parsing.
CQ00448;UC-2;Persistence execution and convergence validation;Traceability;Navigate a finding to its related supporting HTTP request in UC-2 during Persistence execution and convergence validation without relying on manual string parsing.
CQ00449;UC-2;Persistence execution and convergence validation;Traceability;Drill down from a finding to its related supporting HTTP response in UC-2 during Persistence execution and convergence validation without relying on manual string parsing.
CQ00450;UC-2;Reconstruction preview and curated selection;Traceability;Navigate a resolver to its related findings it produced in UC-2 during Reconstruction preview and curated selection without relying on manual string parsing.
CQ00451;UC-2;Reconstruction preview and curated selection;Traceability;Navigate a finding to its related supporting HTTP request in UC-2 during Reconstruction preview and curated selection without relying on manual string parsing.
CQ00454;UC-2;Reconstruction preview and curated selection;Traceability;Link a finding to its related supporting headers, cookies, and parameters in UC-2 during Reconstruction preview and curated selection without relying on manual string parsing.
CQ00455;UC-2;PCAP capture workflow and artifact preparation;Validation;What checks can validate that every persisted request is linked to its URI target for UC-2 during PCAP capture workflow and artifact preparation?
CQ00458;UC-2;PCAP capture workflow and artifact preparation;Validation;What checks can validate that named graph separation keeps evidence distinct from findings for UC-2 during PCAP capture workflow and artifact preparation?
CQ00461;UC-2;Persistence execution and convergence validation;Validation;What checks can validate that every persisted request is linked to its URI target for UC-2 during Persistence execution and convergence validation?
